Lat,Long,Geoid2016,BLF55,BLF55_NZVD2016
-46.46666667,168,-4.116,0.2843,4.4003
-46.46666667,168.0333333,-4.187,0.2852,4.4722
-46.46666667,168.0666667,-4.251,0.2861,4.5371
-46.46666667,168.1,-4.31,0.2872,4.5972
-46.46666667,168.1333333,-4.353,0.2884,4.6414
-46.46666667,168.1666667,-4.376,0.2897,4.6657
-46.46666667,168.2,-4.389,0.2911,4.6801
-46.46666667,168.2333333,-4.383,0.2922,4.6752
-46.46666667,168.2666667,-4.38,0.2927,4.6727
-46.46666667,168.3,-4.359,0.2927,4.6517
-46.46666667,168.3333333,-4.337,0.2888,4.6258
-46.46666667,168.3666667,-4.315,0.2816,4.5966
-46.46666667,168.4,-4.291,0.2621,4.5531
-46.46666667,168.4333333,-4.264,0.2576,4.5216
-46.46666667,168.4666667,-4.234,0.2623,4.4963
-46.46666667,168.5,-4.199,0.257,4.456
-46.46666667,168.5333333,-4.158,0.2582,4.4162
-46.46666667,168.5666667,-4.115,0.2442,4.3592
-46.46666667,168.6,-4.071,0.2353,4.3063
-46.46666667,168.6333333,-4.033,0.2372,4.2702
-46.46666667,168.6666667,-4,0.2259,4.2259
-46.46666667,168.7,-3.976,0.2311,4.2071
-46.46666667,168.7333333,-3.96,0.2404,4.2004
-46.46666667,168.7666667,-3.955,0.2433,4.1983
-46.46666667,168.8,-3.959,0.2456,4.2046
-46.46666667,168.8333333,-3.969,0.2475,4.2165
-46.46666667,168.8666667,-3.987,0.249,4.236
-46.46666667,168.9,-4.001,0.2503,4.2513
-46.46666667,168.9333333,-4.018,0.2514,4.2694
-46.46666667,168.9666667,-4.033,0.2523,4.2853
-46.46666667,169,-4.047,0.2531,4.3001
-46.46666667,169.0333333,-4.058,0.2538,4.3118
-46.46666667,169.0666667,-4.037,0.2543,4.2913
-46.46666667,169.1,-4.033,0.2548,4.2878
-46.46666667,169.1333333,-4.044,0.2553,4.2993
-46.46666667,169.1666667,-4.056,0.2557,4.3117
-46.46666667,169.2,-4.05,0.256,4.306
-46.46666667,169.2333333,-4.048,0.2563,4.3043
-46.46666667,169.2666667,-4.041,0.2566,4.2976
-46.46666667,169.3,-4.071,0.2568,4.3278
-46.46666667,169.3333333,-4.038,0.257,4.295
-46.46666667,169.3666667,-3.982,0.2572,4.2392
-46.46666667,169.4,-3.944,0.2574,4.2014
-46.46666667,169.4333333,-3.909,0.2575,4.1665
-46.46666667,169.4666667,-3.847,0.2577,4.1047
-46.46666667,169.5,-3.774,0.2578,4.0318
-46.46666667,169.5333333,-3.733,0.2579,3.9909
-46.46666667,169.5666667,-3.678,0.258,3.936
-46.46666667,169.6,-3.642,0.2581,3.9001
-46.46666667,169.6333333,-3.583,0.2582,3.8412
-46.46666667,169.6666667,-3.539,0.2582,3.7972
-46.46666667,169.7,-3.5,0.2583,3.7583
-46.46666667,169.7333333,-3.461,0.2583,3.7193
-46.46666667,169.7666667,-3.418,0.2584,3.6764
-46.46666667,169.8,-3.365,0.2584,3.6234
-46.46666667,169.8333333,-3.32,0.2585,3.5785
-46.46666667,169.8666667,-3.273,0.2585,3.5315
-46.46666667,169.9,-3.226,0.2585,3.4845
-46.46666667,169.9333333,-3.179,0.2586,3.4376
-46.46666667,169.9666667,-3.13,0.2586,3.3886
-46.46666667,170,-3.081,0.2586,3.3396
-46.46666667,170.0333333,-3.024,0.2586,3.2826
-46.46666667,170.0666667,-2.962,0.2586,3.2206
-46.46666667,170.1,-2.887,0.2587,3.1457
-46.46666667,170.1333333,-2.807,0.2587,3.0657
-46.46666667,170.1666667,-2.711,0.2587,2.9697
-46.46666667,170.2,-2.603,0.2587,2.8617
-46.43333333,166.8666667,-1.994,0.2783,2.2723
-46.43333333,166.9,-1.992,0.2783,2.2703
-46.43333333,166.9333333,-1.985,0.2783,2.2633
-46.43333333,166.9666667,-1.976,0.2783,2.2543
-46.43333333,167,-1.96,0.2783,2.2383
-46.43333333,167.0333333,-1.941,0.2784,2.2194
-46.43333333,167.0666667,-1.923,0.2784,2.2014
-46.43333333,167.1,-1.907,0.2784,2.1854
-46.43333333,167.1333333,-1.896,0.2784,2.1744
-46.43333333,167.1666667,-1.893,0.2785,2.1715
-46.43333333,167.2,-1.9,0.2785,2.1785
-46.43333333,167.2333333,-1.918,0.2785,2.1965
-46.43333333,167.2666667,-1.945,0.2786,2.2236
-46.43333333,167.3,-1.981,0.2786,2.2596
-46.43333333,167.3333333,-2.029,0.2787,2.3077
-46.43333333,167.3666667,-2.094,0.2788,2.3728
-46.43333333,167.4,-2.178,0.2788,2.4568
-46.43333333,167.4333333,-2.284,0.2789,2.5629
-46.43333333,167.4666667,-2.407,0.279,2.686
-46.43333333,167.5,-2.552,0.2791,2.8311
-46.43333333,167.5333333,-2.713,0.2793,2.9923
-46.43333333,167.5666667,-2.877,0.2794,3.1564
-46.43333333,167.6,-3.035,0.2795,3.3145
-46.43333333,167.6333333,-3.185,0.2797,3.4647
-46.43333333,167.6666667,-3.321,0.2799,3.6009
-46.43333333,167.7,-3.44,0.2801,3.7201
-46.43333333,167.7333333,-3.551,0.2803,3.8313
-46.43333333,167.7666667,-3.655,0.2806,3.9356
-46.43333333,167.8,-3.756,0.2809,4.0369
-46.43333333,167.8333333,-3.857,0.2812,4.1382
-46.43333333,167.8666667,-3.955,0.2816,4.2366
-46.43333333,167.9,-4.05,0.282,4.332
-46.43333333,167.9333333,-4.141,0.2825,4.4235
-46.43333333,167.9666667,-4.22,0.283,4.503
-46.43333333,168,-4.296,0.2836,4.5796
-46.43333333,168.0333333,-4.359,0.2842,4.6432
-46.43333333,168.0666667,-4.401,0.2849,4.6859
-46.43333333,168.1,-4.442,0.2857,4.7277
-46.43333333,168.1333333,-4.478,0.2865,4.7645
-46.43333333,168.1666667,-4.487,0.2873,4.7743
-46.43333333,168.2,-4.487,0.2878,4.7748
-46.43333333,168.2333333,-4.469,0.288,4.757
-46.43333333,168.2666667,-4.452,0.2876,4.7396
-46.43333333,168.3,-4.426,0.288,4.714
-46.43333333,168.3333333,-4.397,0.3011,4.6981
-46.43333333,168.3666667,-4.366,0.2663,4.6323
-46.43333333,168.4,-4.334,0.2546,4.5886
-46.43333333,168.4333333,-4.305,0.2539,4.5589
-46.43333333,168.4666667,-4.263,0.2593,4.5223
-46.43333333,168.5,-4.221,0.2552,4.4762
-46.43333333,168.5333333,-4.174,0.2555,4.4295
-46.43333333,168.5666667,-4.128,0.2428,4.3708
-46.43333333,168.6,-4.082,0.2345,4.3165
-46.43333333,168.6333333,-4.048,0.2366,4.2846
-46.43333333,168.6666667,-4.02,0.2368,4.2568
-46.43333333,168.7,-4.004,0.2379,4.2419
-46.43333333,168.7333333,-3.996,0.2412,4.2372
-46.43333333,168.7666667,-3.995,0.2442,4.2392
-46.43333333,168.8,-4.009,0.2463,4.2553
-46.43333333,168.8333333,-4.029,0.248,4.277
-46.43333333,168.8666667,-4.055,0.2494,4.3044
-46.43333333,168.9,-4.079,0.2506,4.3296
-46.43333333,168.9333333,-4.093,0.2516,4.3446
-46.43333333,168.9666667,-4.128,0.2524,4.3804
-46.43333333,169,-4.125,0.2532,4.3782
-46.43333333,169.0333333,-4.119,0.2538,4.3728
-46.43333333,169.0666667,-4.131,0.2544,4.3854
-46.43333333,169.1,-4.143,0.2549,4.3979
-46.43333333,169.1333333,-4.159,0.2553,4.4143
-46.43333333,169.1666667,-4.196,0.2557,4.4517
-46.43333333,169.2,-4.25,0.256,4.506
-46.43333333,169.2333333,-4.226,0.2563,4.4823
-46.43333333,169.2666667,-4.244,0.2565,4.5005
-46.43333333,169.3,-4.29,0.2568,4.5468
-46.43333333,169.3333333,-4.261,0.257,4.518
-46.43333333,169.3666667,-4.215,0.2572,4.4722
-46.43333333,169.4,-4.194,0.2573,4.4513
-46.43333333,169.4333333,-4.119,0.2575,4.3765
-46.43333333,169.4666667,-4.064,0.2576,4.3216
-46.43333333,169.5,-4.023,0.2578,4.2808
-46.43333333,169.5333333,-3.972,0.2579,4.2299
-46.43333333,169.5666667,-3.907,0.258,4.165
-46.43333333,169.6,-3.86,0.258,4.118
-46.43333333,169.6333333,-3.816,0.2581,4.0741
-46.43333333,169.6666667,-3.783,0.2582,4.0412
-46.43333333,169.7,-3.756,0.2583,4.0143
-46.43333333,169.7333333,-3.715,0.2583,3.9733
-46.43333333,169.7666667,-3.669,0.2584,3.9274
-46.43333333,169.8,-3.61,0.2584,3.8684
-46.43333333,169.8333333,-3.559,0.2584,3.8174
-46.43333333,169.8666667,-3.512,0.2585,3.7705
-46.43333333,169.9,-3.471,0.2585,3.7295
-46.43333333,169.9333333,-3.429,0.2585,3.6875
-46.43333333,169.9666667,-3.385,0.2586,3.6436
-46.43333333,170,-3.339,0.2586,3.5976
-46.43333333,170.0333333,-3.285,0.2586,3.5436
-46.43333333,170.0666667,-3.218,0.2586,3.4766
-46.43333333,170.1,-3.146,0.2586,3.4046
-46.43333333,170.1333333,-3.057,0.2586,3.3156
-46.43333333,170.1666667,-2.959,0.2586,3.2176
-46.43333333,170.2,-2.853,0.2586,3.1116
-46.4,166.8666667,-2.25,0.2782,2.5282
-46.4,166.9,-2.239,0.2782,2.5172
-46.4,166.9333333,-2.229,0.2782,2.5072
-46.4,166.9666667,-2.217,0.2783,2.4953
-46.4,167,-2.205,0.2783,2.4833
-46.4,167.0333333,-2.191,0.2783,2.4693
-46.4,167.0666667,-2.175,0.2783,2.4533
-46.4,167.1,-2.159,0.2783,2.4373
-46.4,167.1333333,-2.146,0.2783,2.4243
-46.4,167.1666667,-2.137,0.2784,2.4154
-46.4,167.2,-2.14,0.2784,2.4184
-46.4,167.2333333,-2.154,0.2784,2.4324
-46.4,167.2666667,-2.179,0.2785,2.4575
-46.4,167.3,-2.217,0.2785,2.4955
-46.4,167.3333333,-2.271,0.2786,2.5496
-46.4,167.3666667,-2.345,0.2787,2.6237
-46.4,167.4,-2.436,0.2787,2.7147
-46.4,167.4333333,-2.546,0.2788,2.8248
-46.4,167.4666667,-2.667,0.2789,2.9459
-46.4,167.5,-2.808,0.279,3.087
-46.4,167.5333333,-2.956,0.2791,3.2351
-46.4,167.5666667,-3.104,0.2792,3.3832
-46.4,167.6,-3.256,0.2794,3.5354
-46.4,167.6333333,-3.392,0.2795,3.6715
-46.4,167.6666667,-3.517,0.2797,3.7967
-46.4,167.7,-3.632,0.2798,3.9118
-46.4,167.7333333,-3.74,0.2801,4.0201
-46.4,167.7666667,-3.845,0.2803,4.1253
-46.4,167.8,-3.947,0.2805,4.2275
-46.4,167.8333333,-4.049,0.2808,4.3298
-46.4,167.8666667,-4.146,0.2811,4.4271
-46.4,167.9,-4.235,0.2815,4.5165
-46.4,167.9333333,-4.323,0.2818,4.6048
-46.4,167.9666667,-4.391,0.2823,4.6733
-46.4,168,-4.456,0.2827,4.7387
-46.4,168.0333333,-4.498,0.2832,4.7812
-46.4,168.0666667,-4.541,0.2837,4.8247
-46.4,168.1,-4.548,0.2842,4.8322
-46.4,168.1333333,-4.569,0.2846,4.8536
-46.4,168.1666667,-4.567,0.2849,4.8519
-46.4,168.2,-4.554,0.285,4.839
-46.4,168.2333333,-4.536,0.2846,4.8206
-46.4,168.2666667,-4.507,0.2832,4.7902
-46.4,168.3,-4.474,0.2776,4.7516
-46.4,168.3333333,-4.437,0.2942,4.7312
-46.4,168.3666667,-4.401,0.2764,4.6774
-46.4,168.4,-4.364,0.2646,4.6286
-46.4,168.4333333,-4.321,0.2601,4.5811
-46.4,168.4666667,-4.273,0.2583,4.5313
-46.4,168.5,-4.223,0.2562,4.4792
-46.4,168.5333333,-4.173,0.2526,4.4256
-46.4,168.5666667,-4.124,0.2474,4.3714
-46.4,168.6,-4.084,0.2432,4.3272
-46.4,168.6333333,-4.054,0.2415,4.2955
-46.4,168.6666667,-4.035,0.2415,4.2765
-46.4,168.7,-4.028,0.2423,4.2703
-46.4,168.7333333,-4.028,0.2438,4.2718
-46.4,168.7666667,-4.035,0.2457,4.2807
-46.4,168.8,-4.055,0.2473,4.3023
-46.4,168.8333333,-4.084,0.2487,4.3327
-46.4,168.8666667,-4.108,0.2499,4.3579
-46.4,168.9,-4.134,0.251,4.385
-46.4,168.9333333,-4.171,0.2519,4.4229
-46.4,168.9666667,-4.191,0.2526,4.4436
-46.4,169,-4.205,0.2533,4.4583
-46.4,169.0333333,-4.224,0.2539,4.4779
-46.4,169.0666667,-4.249,0.2545,4.5035
-46.4,169.1,-4.275,0.2549,4.5299
-46.4,169.1333333,-4.289,0.2553,4.5443
-46.4,169.1666667,-4.318,0.2557,4.5737
-46.4,169.2,-4.372,0.256,4.628
-46.4,169.2333333,-4.378,0.2563,4.6343
-46.4,169.2666667,-4.421,0.2566,4.6776
-46.4,169.3,-4.455,0.2568,4.7118
-46.4,169.3333333,-4.447,0.257,4.704
-46.4,169.3666667,-4.405,0.2572,4.6622
-46.4,169.4,-4.365,0.2573,4.6223
-46.4,169.4333333,-4.321,0.2575,4.5785
-46.4,169.4666667,-4.293,0.2576,4.5506
-46.4,169.5,-4.225,0.2577,4.4827
-46.4,169.5333333,-4.177,0.2578,4.4348
-46.4,169.5666667,-4.152,0.2579,4.4099
-46.4,169.6,-4.105,0.258,4.363
-46.4,169.6333333,-4.074,0.2581,4.3321
-46.4,169.6666667,-4.037,0.2582,4.2952
-46.4,169.7,-3.998,0.2582,4.2562
-46.4,169.7333333,-3.965,0.2583,4.2233
-46.4,169.7666667,-3.91,0.2583,4.1683
-46.4,169.8,-3.852,0.2584,4.1104
-46.4,169.8333333,-3.803,0.2584,4.0614
-46.4,169.8666667,-3.757,0.2585,4.0155
-46.4,169.9,-3.715,0.2585,3.9735
-46.4,169.9333333,-3.672,0.2585,3.9305
-46.4,169.9666667,-3.634,0.2585,3.8925
-46.4,170,-3.587,0.2586,3.8456
-46.4,170.0333333,-3.53,0.2586,3.7886
-46.4,170.0666667,-3.463,0.2586,3.7216
-46.4,170.1,-3.381,0.2586,3.6396
-46.4,170.1333333,-3.291,0.2586,3.5496
-46.4,170.1666667,-3.195,0.2586,3.4536
-46.4,170.2,-3.091,0.2586,3.3496
-46.36666667,166.8666667,-2.518,0.2782,2.7962
-46.36666667,166.9,-2.5,0.2782,2.7782
-46.36666667,166.9333333,-2.481,0.2782,2.7592
-46.36666667,166.9666667,-2.467,0.2782,2.7452
-46.36666667,167,-2.452,0.2782,2.7302
-46.36666667,167.0333333,-2.437,0.2782,2.7152
-46.36666667,167.0666667,-2.421,0.2782,2.6992
-46.36666667,167.1,-2.404,0.2782,2.6822
-46.36666667,167.1333333,-2.386,0.2783,2.6643
-46.36666667,167.1666667,-2.374,0.2783,2.6523
-46.36666667,167.2,-2.375,0.2783,2.6533
-46.36666667,167.2333333,-2.387,0.2784,2.6654
-46.36666667,167.2666667,-2.416,0.2784,2.6944
-46.36666667,167.3,-2.461,0.2784,2.7394
-46.36666667,167.3333333,-2.524,0.2785,2.8025
-46.36666667,167.3666667,-2.608,0.2785,2.8865
-46.36666667,167.4,-2.706,0.2786,2.9846
-46.36666667,167.4333333,-2.816,0.2787,3.0947
-46.36666667,167.4666667,-2.941,0.2787,3.2197
-46.36666667,167.5,-3.068,0.2788,3.3468
-46.36666667,167.5333333,-3.205,0.2789,3.4839
-46.36666667,167.5666667,-3.33,0.279,3.609
-46.36666667,167.6,-3.463,0.2791,3.7421
-46.36666667,167.6333333,-3.583,0.2793,3.8623
-46.36666667,167.6666667,-3.702,0.2794,3.9814
-46.36666667,167.7,-3.813,0.2796,4.0926
-46.36666667,167.7333333,-3.923,0.2798,4.2028
-46.36666667,167.7666667,-4.03,0.2799,4.3099
-46.36666667,167.8,-4.134,0.2802,4.4142
-46.36666667,167.8333333,-4.235,0.2804,4.5154
-46.36666667,167.8666667,-4.328,0.2806,4.6086
-46.36666667,167.9,-4.408,0.2809,4.6889
-46.36666667,167.9333333,-4.484,0.2812,4.7652
-46.36666667,167.9666667,-4.539,0.2815,4.8205
-46.36666667,168,-4.589,0.2818,4.8708
-46.36666667,168.0333333,-4.613,0.2821,4.8951
-46.36666667,168.0666667,-4.618,0.2824,4.9004
-46.36666667,168.1,-4.621,0.2827,4.9037
-46.36666667,168.1333333,-4.615,0.2829,4.8979
-46.36666667,168.1666667,-4.606,0.2829,4.8889
-46.36666667,168.2,-4.587,0.2826,4.8696
-46.36666667,168.2333333,-4.557,0.2819,4.8389
-46.36666667,168.2666667,-4.525,0.2806,4.8056
-46.36666667,168.3,-4.489,0.2802,4.7692
-46.36666667,168.3333333,-4.449,0.2794,4.7284
-46.36666667,168.3666667,-4.406,0.2745,4.6805
-46.36666667,168.4,-4.362,0.2678,4.6298
-46.36666667,168.4333333,-4.313,0.263,4.576
-46.36666667,168.4666667,-4.262,0.2598,4.5218
-46.36666667,168.5,-4.21,0.2569,4.4669
-46.36666667,168.5333333,-4.161,0.2538,4.4148
-46.36666667,168.5666667,-4.12,0.2504,4.3704
-46.36666667,168.6,-4.083,0.2476,4.3306
-46.36666667,168.6333333,-4.067,0.2459,4.3129
-46.36666667,168.6666667,-4.053,0.2454,4.2984
-46.36666667,168.7,-4.051,0.2456,4.2966
-46.36666667,168.7333333,-4.057,0.2464,4.3034
-46.36666667,168.7666667,-4.071,0.2474,4.3184
-46.36666667,168.8,-4.092,0.2486,4.3406
-46.36666667,168.8333333,-4.12,0.2496,4.3696
-46.36666667,168.8666667,-4.155,0.2506,4.4056
-46.36666667,168.9,-4.187,0.2515,4.4385
-46.36666667,168.9333333,-4.224,0.2523,4.4763
-46.36666667,168.9666667,-4.268,0.253,4.521
-46.36666667,169,-4.319,0.2536,4.5726
-46.36666667,169.0333333,-4.376,0.2541,4.6301
-46.36666667,169.0666667,-4.447,0.2546,4.7016
-46.36666667,169.1,-4.427,0.255,4.682
-46.36666667,169.1333333,-4.436,0.2554,4.6914
-46.36666667,169.1666667,-4.456,0.2558,4.7118
-46.36666667,169.2,-4.489,0.2561,4.7451
-46.36666667,169.2333333,-4.532,0.2563,4.7883
-46.36666667,169.2666667,-4.572,0.2566,4.8286
-46.36666667,169.3,-4.589,0.2568,4.8458
-46.36666667,169.3333333,-4.582,0.257,4.839
-46.36666667,169.3666667,-4.566,0.2572,4.8232
-46.36666667,169.4,-4.58,0.2573,4.8373
-46.36666667,169.4333333,-4.53,0.2575,4.7875
-46.36666667,169.4666667,-4.468,0.2576,4.7256
-46.36666667,169.5,-4.429,0.2577,4.6867
-46.36666667,169.5333333,-4.408,0.2578,4.6658
-46.36666667,169.5666667,-4.402,0.2579,4.6599
-46.36666667,169.6,-4.36,0.258,4.618
-46.36666667,169.6333333,-4.32,0.2581,4.5781
-46.36666667,169.6666667,-4.28,0.2581,4.5381
-46.36666667,169.7,-4.235,0.2582,4.4932
-46.36666667,169.7333333,-4.192,0.2583,4.4503
-46.36666667,169.7666667,-4.146,0.2583,4.4043
-46.36666667,169.8,-4.096,0.2584,4.3544
-46.36666667,169.8333333,-4.048,0.2584,4.3064
-46.36666667,169.8666667,-4.002,0.2584,4.2604
-46.36666667,169.9,-3.958,0.2585,4.2165
-46.36666667,169.9333333,-3.916,0.2585,4.1745
-46.36666667,169.9666667,-3.873,0.2585,4.1315
-46.36666667,170,-3.825,0.2585,4.0835
-46.36666667,170.0333333,-3.763,0.2586,4.0216
-46.36666667,170.0666667,-3.69,0.2586,3.9486
-46.36666667,170.1,-3.607,0.2586,3.8656
-46.36666667,170.1333333,-3.517,0.2586,3.7756
-46.36666667,170.1666667,-3.421,0.2586,3.6796
-46.36666667,170.2,-3.323,0.2586,3.5816
-46.33333333,166.8666667,-2.781,0.2781,3.0591
-46.33333333,166.9,-2.761,0.2781,3.0391
-46.33333333,166.9333333,-2.74,0.2781,3.0181
-46.33333333,166.9666667,-2.721,0.2781,2.9991
-46.33333333,167,-2.702,0.2781,2.9801
-46.33333333,167.0333333,-2.684,0.2781,2.9621
-46.33333333,167.0666667,-2.665,0.2781,2.9431
-46.33333333,167.1,-2.645,0.2782,2.9232
-46.33333333,167.1333333,-2.625,0.2782,2.9032
-46.33333333,167.1666667,-2.611,0.2782,2.8892
-46.33333333,167.2,-2.611,0.2782,2.8892
-46.33333333,167.2333333,-2.627,0.2782,2.9052
-46.33333333,167.2666667,-2.66,0.2783,2.9383
-46.33333333,167.3,-2.713,0.2783,2.9913
-46.33333333,167.3333333,-2.786,0.2784,3.0644
-46.33333333,167.3666667,-2.877,0.2784,3.1554
-46.33333333,167.4,-2.979,0.2785,3.2575
-46.33333333,167.4333333,-3.089,0.2785,3.3675
-46.33333333,167.4666667,-3.201,0.2786,3.4796
-46.33333333,167.5,-3.314,0.2787,3.5927
-46.33333333,167.5333333,-3.425,0.2787,3.7037
-46.33333333,167.5666667,-3.535,0.2788,3.8138
-46.33333333,167.6,-3.645,0.2789,3.9239
-46.33333333,167.6333333,-3.753,0.279,4.032
-46.33333333,167.6666667,-3.862,0.2792,4.1412
-46.33333333,167.7,-3.977,0.2793,4.2563
-46.33333333,167.7333333,-4.087,0.2794,4.3664
-46.33333333,167.7666667,-4.199,0.2796,4.4786
-46.33333333,167.8,-4.312,0.2798,4.5918
-46.33333333,167.8333333,-4.419,0.2799,4.6989
-46.33333333,167.8666667,-4.513,0.2801,4.7931
-46.33333333,167.9,-4.568,0.2803,4.8483
-46.33333333,167.9333333,-4.616,0.2805,4.8965
-46.33333333,167.9666667,-4.651,0.2807,4.9317
-46.33333333,168,-4.671,0.2809,4.9519
-46.33333333,168.0333333,-4.674,0.2811,4.9551
-46.33333333,168.0666667,-4.666,0.2812,4.9472
-46.33333333,168.1,-4.651,0.2813,4.9323
-46.33333333,168.1333333,-4.63,0.2813,4.9113
-46.33333333,168.1666667,-4.603,0.281,4.884
-46.33333333,168.2,-4.573,0.2806,4.8536
-46.33333333,168.2333333,-4.539,0.2798,4.8188
-46.33333333,168.2666667,-4.504,0.2788,4.7828
-46.33333333,168.3,-4.466,0.2775,4.7435
-46.33333333,168.3333333,-4.427,0.2755,4.7025
-46.33333333,168.3666667,-4.385,0.2722,4.6572
-46.33333333,168.4,-4.339,0.2681,4.6071
-46.33333333,168.4333333,-4.29,0.2643,4.5543
-46.33333333,168.4666667,-4.241,0.261,4.502
-46.33333333,168.5,-4.192,0.2582,4.4502
-46.33333333,168.5333333,-4.149,0.2554,4.4044
-46.33333333,168.5666667,-4.115,0.2529,4.3679
-46.33333333,168.6,-4.091,0.2507,4.3417
-46.33333333,168.6333333,-4.078,0.2492,4.3272
-46.33333333,168.6666667,-4.078,0.2484,4.3264
-46.33333333,168.7,-4.085,0.2483,4.3333
-46.33333333,168.7333333,-4.098,0.2486,4.3466
-46.33333333,168.7666667,-4.116,0.2492,4.3652
-46.33333333,168.8,-4.141,0.2499,4.3909
-46.33333333,168.8333333,-4.171,0.2507,4.4217
-46.33333333,168.8666667,-4.213,0.2514,4.4644
-46.33333333,168.9,-4.261,0.2521,4.5131
-46.33333333,168.9333333,-4.312,0.2528,4.5648
-46.33333333,168.9666667,-4.377,0.2534,4.6304
-46.33333333,169,-4.463,0.2539,4.7169
-46.33333333,169.0333333,-4.533,0.2544,4.7874
-46.33333333,169.0666667,-4.583,0.2548,4.8378
-46.33333333,169.1,-4.621,0.2552,4.8762
-46.33333333,169.1333333,-4.652,0.2555,4.9075
-46.33333333,169.1666667,-4.628,0.2559,4.8839
-46.33333333,169.2,-4.634,0.2561,4.8901
-46.33333333,169.2333333,-4.662,0.2564,4.9184
-46.33333333,169.2666667,-4.69,0.2566,4.9466
-46.33333333,169.3,-4.725,0.2568,4.9818
-46.33333333,169.3333333,-4.75,0.257,5.007
-46.33333333,169.3666667,-4.765,0.2572,5.0222
-46.33333333,169.4,-4.743,0.2573,5.0003
-46.33333333,169.4333333,-4.719,0.2575,4.9765
-46.33333333,169.4666667,-4.692,0.2576,4.9496
-46.33333333,169.5,-4.653,0.2577,4.9107
-46.33333333,169.5333333,-4.621,0.2578,4.8788
-46.33333333,169.5666667,-4.592,0.2579,4.8499
-46.33333333,169.6,-4.558,0.258,4.816
-46.33333333,169.6333333,-4.521,0.2581,4.7791
-46.33333333,169.6666667,-4.494,0.2581,4.7521
-46.33333333,169.7,-4.456,0.2582,4.7142
-46.33333333,169.7333333,-4.419,0.2583,4.6773
-46.33333333,169.7666667,-4.38,0.2583,4.6383
-46.33333333,169.8,-4.335,0.2583,4.5933
-46.33333333,169.8333333,-4.288,0.2584,4.5464
-46.33333333,169.8666667,-4.242,0.2584,4.5004
-46.33333333,169.9,-4.195,0.2584,4.4534
-46.33333333,169.9333333,-4.149,0.2585,4.4075
-46.33333333,169.9666667,-4.102,0.2585,4.3605
-46.33333333,170,-4.051,0.2585,4.3095
-46.33333333,170.0333333,-3.986,0.2585,4.2445
-46.33333333,170.0666667,-3.91,0.2585,4.1685
-46.33333333,170.1,-3.826,0.2586,4.0846
-46.33333333,170.1333333,-3.737,0.2586,3.9956
-46.33333333,170.1666667,-3.646,0.2586,3.9046
-46.33333333,170.2,-3.556,0.2586,3.8146
-46.3,166.8666667,-3.061,0.278,3.339
-46.3,166.9,-3.048,0.278,3.326
-46.3,166.9333333,-3.031,0.278,3.309
-46.3,166.9666667,-3.009,0.278,3.287
-46.3,167,-2.988,0.278,3.266
-46.3,167.0333333,-2.962,0.278,3.24
-46.3,167.0666667,-2.942,0.278,3.22
-46.3,167.1,-2.915,0.2781,3.1931
-46.3,167.1333333,-2.893,0.2781,3.1711
-46.3,167.1666667,-2.875,0.2781,3.1531
-46.3,167.2,-2.873,0.2781,3.1511
-46.3,167.2333333,-2.887,0.2781,3.1651
-46.3,167.2666667,-2.919,0.2782,3.1972
-46.3,167.3,-2.972,0.2782,3.2502
-46.3,167.3333333,-3.042,0.2782,3.3202
-46.3,167.3666667,-3.13,0.2783,3.4083
-46.3,167.4,-3.221,0.2783,3.4993
-46.3,167.4333333,-3.318,0.2784,3.5964
-46.3,167.4666667,-3.42,0.2784,3.6984
-46.3,167.5,-3.507,0.2785,3.7855
-46.3,167.5333333,-3.591,0.2786,3.8696
-46.3,167.5666667,-3.686,0.2786,3.9646
-46.3,167.6,-3.775,0.2787,4.0537
-46.3,167.6333333,-3.874,0.2788,4.1528
-46.3,167.6666667,-3.979,0.2789,4.2579
-46.3,167.7,-4.097,0.279,4.376
-46.3,167.7333333,-4.216,0.2791,4.4951
-46.3,167.7666667,-4.346,0.2792,4.6252
-46.3,167.8,-4.48,0.2793,4.7593
-46.3,167.8333333,-4.605,0.2795,4.8845
-46.3,167.8666667,-4.699,0.2796,4.9786
-46.3,167.9,-4.704,0.2797,4.9837
-46.3,167.9333333,-4.718,0.2799,4.9979
-46.3,167.9666667,-4.736,0.28,5.016
-46.3,168,-4.73,0.2801,5.0101
-46.3,168.0333333,-4.71,0.2801,4.9901
-46.3,168.0666667,-4.692,0.2801,4.9721
-46.3,168.1,-4.661,0.28,4.941
-46.3,168.1333333,-4.62,0.2798,4.8998
-46.3,168.1666667,-4.579,0.2794,4.8584
-46.3,168.2,-4.538,0.2789,4.8169
-46.3,168.2333333,-4.498,0.278,4.776
-46.3,168.2666667,-4.456,0.2769,4.7329
-46.3,168.3,-4.417,0.2754,4.6924
-46.3,168.3333333,-4.379,0.2734,4.6524
-46.3,168.3666667,-4.341,0.2708,4.6118
-46.3,168.4,-4.301,0.2678,4.5688
-46.3,168.4333333,-4.26,0.2648,4.5248
-46.3,168.4666667,-4.224,0.262,4.486
-46.3,168.5,-4.185,0.2594,4.4444
-46.3,168.5333333,-4.157,0.257,4.414
-46.3,168.5666667,-4.132,0.2549,4.3869
-46.3,168.6,-4.118,0.2531,4.3711
-46.3,168.6333333,-4.115,0.2517,4.3667
-46.3,168.6666667,-4.124,0.2509,4.3749
-46.3,168.7,-4.14,0.2505,4.3905
